welcome.started,welcome.stopped,ID-Nummer,Alter,Geschlecht (optional),date,expName,psychopyVersion,OS,frameRate,participant,load_guess_conditions.started,load_guess_conditions.stopped,guess_conditions.thisRepN,guess_conditions.thisTrialN,guess_conditions.thisN,guess_conditions.thisIndex,guess_conditions.ran,guess_trial,randomizer,instructions1.started,instructions1.stopped,instruction1_key.keys,instruction1_key.rt,instruction1_key.duration,instructions2.started,instructions2.stopped,instruction2_key.keys,instruction2_key.rt,instruction2_key.duration,instructions3.started,instructions3.stopped,instruction3_key.keys,instruction3_key.rt,instruction3_key.duration,instructions4.started,instructions4.stopped,instruction4_key.keys,instruction4_key.rt,instruction4_key.duration,instructions5.started,instructions5.stopped,instruction5_key.keys,instruction5_key.rt,instruction5_key.duration,iti_learning_practice.started,iti_learning_practice.stopped,guess.started,guess.stopped,end_guess.keys,guess_response.started,guess_response.stopped,guess_reached.keys,feedback_guess.started,feedback_guess.stopped,trial_type,encode.started,encode.stopped,end_encoding.keys,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,cue,target,guess_reached.rt,guess_reached.duration,start_task.started,start_task.stopped,start_key.keys,start_key.rt,start_key.duration,iti_learning.started,iti_learning.stopped,task_break.started,task_break.stopped,task_break_resp.keys,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,learning_trials.ran,task_break_resp.rt,task_break_resp.duration,end_part1.started,end_part1.stopped,end_part1_key.keys,end_part1_key.rt,end_part1_key.duration,instructions_recall1.started,instructions_recall1.stopped,recall_instructions1_key.keys,recall_instructions1_key.rt,recall_instructions1_key.duration,instructions_recall2.started,instructions_recall2.stopped,recall_instructions1_key_2.keys,recall_instructions1_key_2.rt,recall_instructions1_key_2.duration,iti.started,iti.stopped,cued_recall.started,cued_recall.stopped,end_cued_recall.keys,recall_response.started,recall_response.stopped,recall_reached.keys,recall_reached.rt,recall_reached.duration,recall_select.started,recall_select.stopped,recall_selection.keys,recall_selection.rt,recall_selection.duration,recall_feedback.started,recall_feedback.stopped,end_feedback.keys,test_practice_trials.thisRepN,test_practice_trials.thisTrialN,test_practice_trials.thisN,test_practice_trials.thisIndex,test_practice_trials.ran,test_trials.thisRepN,test_trials.thisTrialN,test_trials.thisN,test_trials.thisIndex,test_trials.ran,end_part2.started,end_part2.stopped,end_part2_key.keys,end_part2_key.rt,end_part2_key.duration,instructions_semantic_mapping1.started,instructions_semantic_mapping1.stopped,sm_instructions1_key.keys,sm_instructions1_key.rt,sm_instructions1_key.duration,instructions_semantic_mapping2.started,instructions_semantic_mapping2.stopped,sm_instructions2_key.keys,sm_instructions2_key.rt,sm_instructions2_key.duration,sm_trial_type,item.started,item.stopped,living_nonliving.keys,living_nonliving.rt,living_nonliving.duration,end_mapping.keys,mapping_break.started,mapping_break.stopped,break_resp.keys,semantic_mapping.thisRepN,semantic_mapping.thisTrialN,semantic_mapping.thisN,semantic_mapping.thisIndex,semantic_mapping.ran,list_item,kind,break_resp.rt,break_resp.duration,thanks.started,thanks.stopped
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.007,3.007,0,9,9,30,1,Read,0.191181817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.007,3.007,0,10,10,9,1,Guess,0.481509697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.007,3.007,0,11,11,34,1,Read,0.112797892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.007,3.007,0,12,12,15,1,Guess,0.075947494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.007,3.007,0,13,13,7,1,Guess,0.644792097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.007,3.007,0,14,14,36,1,Read,0.314840019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.007,3.007,0,15,15,29,1,Guess,0.671992113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.007,3.007,0,16,16,5,1,Guess,0.01873447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,17,17,8,1,Read,0.196287165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,18,18,16,1,Read,0.812207018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,19,19,27,1,Guess,0.681161334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,20,20,18,1,Read,0.67780954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,21,21,1,1,Guess,0.952162206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,22,22,17,1,Guess,0.104437097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,23,23,22,1,Read,0.483519141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,24,24,28,1,Read,0.516277429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,25,25,14,1,Read,0.118489356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,26,26,35,1,Guess,0.257554014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,27,27,0,1,Read,0.51513309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,28,28,20,1,Read,0.85362492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,29,29,10,1,Read,0.613164444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.008,3.008,0,30,30,12,1,Read,0.24480295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.009,3.009,0,31,31,38,1,Read,0.815852513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.009,3.009,0,32,32,21,1,Guess,0.38751911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.009,3.009,0,33,33,11,1,Guess,0.805573122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.009,3.009,0,34,34,6,1,Read,0.777201569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.009,3.009,0,35,35,25,1,Guess,0.077972835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.009,3.009,0,36,36,24,1,Read,0.036047544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.009,3.009,0,37,37,3,1,Guess,0.256354522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,3.009,3.009,0,38,38,13,1,Guess,0.54823733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,,,,,,,,,,3.009,6.422,space,3.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,,,,,,,,,,,,,,,6.422,14.305,space,7.858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,,,,,,,,,,,,,,,,,,,,14.305,23.972,space,9.643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,,,,,,,,,,,,,,,,,,,,,,,,,23.972,37.638,space,13.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.638,54.672,space,16.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.683,56.671,56.671,56.675,,56.675,56.677,,56.677,56.677,Read,56.677,59.672,,0,0,0,2,1,Hund,Pfote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.672,61.671,61.672,64.672,,64.675,66.673,,66.673,68.671,Guess,68.672,71.672,,0,1,1,3,1,Park,Baum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,968776,21,weiblich,2024-12-15_14h33.46.253,guess,2024.2.4,Win32,60.0240096,4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.673,73.671,73.672,76.671,,76.673,78.672,g,78.673,80.671,Guess,80.673,83.671,,0,2,2,0,1,Wand,Fenster,1.411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
